name_x,nombre_estado,city,name_y,rating,text
New Main Moon,Connecticut,Newtown,Scott Skrzypczak,5,"Really hope this place opens again, their food is so good, best Chinese in the area for sure"
Silver Pond,Florida,Lauderdale Lakes,M K,5,Silver pond is awesome. I cant say enough. Authentic Hong Kong family style . this is real chinese food at its best. You wont find chow mein and eggrolls here. Only authentic chinese fare. Huge portions meant to be shared. I love this place!
108 Food Dried Hot Pot,New York,New York,Ariel Ancer,4,"Really fun place to share a meal with your significant other :) They have a build your own dried hot pot station where you can select various meats, tofus and vegetable options which they then take and stir fry in an amazing medley of sauces and spices. I got the 50% spice level which was just the right amount of spice for me. However, they have a wide variety of spice levels. They also have a huge variety of bubble and milk teas. Overall, my experience was great and my server at the build a hot pot station was very nice and informative, I liked it alot! Give it a try!"
Number One Kitchen,South Carolina,North Charleston,Rob Benson,1,Found hair in food worst place ever staff so rude I would eat out of dumpster before eat here again
Zheng's Chinese Restaurant,Florida,Tallahassee,Victor Brunell,1,Brutal.
China Express,New York,West Seneca,Sarra Lewis,3,"Great food, very satisfied with the food i ordered but my husband ordered the bonless spare ribs and they were very tough and chewy.  The crab Rangoons hit the spot, yummmm
Update: I ordered yesturday and i got just a quart of sesame chicken thats it and got about 7 large pieces of broccoli in the quart container with the chicken. I felt i was screwed out of chicken. I didnt order a veggie with it i dont understand why they would add something to my order i didnt want. I called and told them that alot of my quart was a veggie i only ordered a quart of chicken and she said next tell them i dont want broccoli."
Hibachi Grill & Supreme Buffet,Georgia,Lawrenceville,Deok youl Han Handy,1,"(Translated by Google) Bad service

(Original)
Bad servise"
George Lu,New Jersey,Manasquan,Richard Strada,5,Love their food and their very nice service.
Amazing Wok 1,New Jersey,West Deptford,Cheryl Verlander,1,"I ordered the lunch special General tos Chicken it was little hard slimy pieces of chicken that wasn't cooked fresh. There was a lot of onion in the vegetable fried rice. I couldn't find very many other vegetables in it as well. I had to leave the store to go to the ATM machine to get money because they didn't take any  cards. All in all it wasn't a very good experience for me, but I will try again another time."
Dream Station,New York,Bronx,Jaylen Michael,5,This place is absolutely one of the most attractive place to eat in the area. Anytime I go there I am awfully glad. They hold their high  level service and the topmost level of dishes  they give. You definitely will enjoy this this place. Warmly  recommended.
Tang Asian Fusion,New York,Copiague,Anthony Abate,5,Best tasting Asian fusion.  General Tso's shrimp is a must!
Hang Chou,New York,New York,lynda vivar,5,Great prices for good food
Panda Kitchen,Virginia,Palmyra,The Other One,5,It's really good
Xi'an Famous Foods 西安名吃,New York,New York,Eric Bomze,4,"If you like simple, affordable, spicy, flavorful and delicious food with authentic preparation, this is your place. VERY basic interior but who cares? Also, I was touched by the owner’s regard for employees safety during the surge of crazy anti-Asian hate crimes."
Panda House Chinese Restaurant,New Jersey,Union,Grace Depalma,2,Over priced
Great Wall,New York,Bronx,Monk Jaimen,5,I love the food they cook good.
China American Inn,Maryland,Laurel,Carra Downey,3,"Food was good, what they actually got right.. Service was terrible, they left our food sit there for 5-10 minutes though we were right there!"
Lichee Nut,New York,Brooklyn,Lane Hovey,5,"Been here several times. The dining room is usually empty cause they do so much takeout, so it's a nice quiet place to eat. Food is better than Joe's in my opinion."
China Buffet,South Carolina,Saluda,Ronald Bedenbaugh,5,Great friendly service
Plump Dumpling,New York,New York,Ahmad W,5,"They offer a nice variety of delicious food. I like dining here. The employees are always helpful, pricing is fair and the spot is always kept clean."
China Gourmet,New York,Rosedale,Leslie Jarvis,4,Well prepared food
Wok Express,New Jersey,East Brunswick,lily appello,5,great work
P.F. Chang's,North Carolina,Durham,Karen Kraska,4,Try something different than the usual chinese food.
China Wok,Florida,New Port Richey,Robert L.,5,"The food was quite good!  Had the sesame beef, wonton egg drop mixed soup and the eggplant in garlic sauce, which was super fresh and my absolute favorite!

I've tried a number of places in the area when I visit with family, but this is by far my favorite Chinese restaurant in the area, and I will definitely be returning!"
Harry's Place,Connecticut,Colchester,Peter Volkmar,5,Summertime
Fortune Wok,Connecticut,Middletown,Awesome Dude 68,5,Best Chinese Food place ever!!!!!!
China Star,Maryland,Perryville,chris banks,5,"The wonton soup is a good one. Their shrimp egg foo young is tasty, and I like the chicken and broccoli with white rice."
Panda King,Connecticut,Manchester,bernie herpst,4,"Very good food, lousey and unfriendly cashier/order taker...she scared 2 groups out with her nastiness...unfortunately owner doesnt speak english"
Peking Kitchen,New York,Bronx,Todd Dixon,4,Foods okay....
Yum Yum Chinese Take Out,Florida,Jupiter,Sasha Stephens,5,"Nice people, good prices, good quality food."
Panda Express,Florida,Orlando,Shawn Tucker,5,Excellent food and service like always.
Wok King,New York,New Rochelle,James Weaver,5,Good Chinese food
Top China 1912,Virginia,Cape Charles,Kim Church,5,My husband and I order out at this establishment all the time. Food is always delicious and fresh. We always order chicken and shrimp broccoli combo.
Red Pepper Chinese and Vietnamese Cuisine,New York,Amherst,John McCartney,5,Awesome food. Great service as well. Make sure you request both menus. Sometimes they'll just give you one.
Hong Kong King,Massachusetts,Salem,alexis Downez,5,"Great people, good food, nice prices"
Peking Chinese Restaurant,New Hampshire,Hampton,Kate Orso,4,It was good
Great Wall Kitchen,Connecticut,Thomaston,Susan Pelletier,5,Good food
Hong Kong Chinese Restaurant,Georgia,Carrollton,Dexter Stephens,5,Great food
Happy China II,Georgia,Augusta,A,5,Great lunch buffet
China Inn Buffet,New Jersey,Pennsville,Richard & Perla Reyes,4,"(-1 for decor).  Otherwise, this is the best Chinese buffet in the area.  There is not much of any given dish; but the food is periodically turned over so that it is fresh.  Level of food is monitored closely so there is not a noticeable time period where food has run out.  Buffet also includes ice cream and dessert.  Drinks extra."
Peter Chang Cafe,Virginia,Glen Allen,bhanu krishna gadadasu,4,Its good
Chow Town Grill & Buffet,Georgia,Valdosta,Jeff T.,4,"Good food and fairly prompt, friendly service from the wait staff. The buffets were well stocked and clean, as was the establishment in general."
Hunan Cafe,Virginia,Fairfax,Daniel Kauffman,4,"We ordered online using the BeyondMenu app. The food was ready before I arrived. The food was very good. We ordered 22 Vegetable Roll, 118 General Tso's Chicken, and 113 Steamed Chicken w. Mixed Vegetables. Our total was about $25 with tax."
China Panda,New York,Brooklyn,Tiffany Rosario,5,"Fast service, clean, friendly and fresh food"
Hua Long,New York,Brooklyn,Ian Cockerill,1,"They sent me the wrong food. I ordered chicken chow mein and got soggy and watery vegetables like cabbage. When I rang they claimed this was a ""different type"" of chicken chow mein, but it quite clearly is not. I threw it all away"
Happy Family,Virginia,Richmond,Pamela Matherly,1,"Their hamburger meat is it real or not
What i got was grayish looking
It looked nasty. I sent it back got my money back. They need to be inspected by the Health department !!!!"
Empire Kitchen,New York,Brooklyn,Sos Brown,5,Great food
Oriental Express,New Jersey,Deptford,hi boy,4,"Food ok, but a little bland for me. Delivery service is good."
Hong Kong,North Carolina,Fayetteville,Katt A Strophic,5,Wonderful food.
New China House,New York,New Paltz,Benjamin Healey,3,I like their wonton soup and chicken fried rice.
First Wok,South Carolina,Greenville,Arthur Bright,3,The food was alright but the location is a little rough especially having the rehab center across the street and everybody hanging out in front of the building
Lichee Nut,New York,Brooklyn,Jo P,5,"Great chinese spot in brooklyn heights. I wouldn’t recommend the dumplings unless you like thick, doughy dumplings. Everything else has been very tasty."
Dragon China,Georgia,Union City,Kali Creationz,1,"Against my better judgment I decided to go into this Chinese food place. I quit eating Chinese because most of their establishments have unsanitary practices. However, I literally just left 10 minutes ago from ordering and decided that I was going to eat in my car before I head home. To my surprise I found a baby cockroach in my food. I took it inside the lady gave me back a refund and everything (while coughing and not covering her mouth, it's flu season lady!). However, I just want the customers to know that you should be careful. Especially when you know they really dont invest back into your community anyway. Besides giving you free nasty lemonade."
Szechuan Kitchen,New Jersey,Bound Brook,Shabiba Hasan,4,Not bad at all for chinese takeout. Try the oyster sauce shrimp (not really on the menu but they have oyster sauce beef so they can do shrimp) - it’s my go to.
Taste Of China,North Carolina,Vass,GINA Wins,5,Great food but needs to wear gloves and needs remodeling. Paint it ..
Wah Lay Chinese Take Out Restaurant,Florida,Miramar,Tiffany Sitton,5,Great food ..! Not jus thrown together Chinese food like most restaurants
Good Wok Restaurant,New York,Middle Island,Heidi Burmann,5,This is our third time here. We have had sushi and chinese food. Both were yummy.  Prices are fair and customer service is good.
China Kitchen,New York,Buffalo,Darryl S,4,Nice variety
China 1,New Jersey,Howell Township,Debra M,5,"Food was very fresh and loads of flavor. Had the won ton soup, chicken and broccoli and pepper steak."
King Chinese Buffet,North Carolina,Garner,Patrick McGuire,4,"Good buffet, I will be going back"
Eastern,New York,Queens,Rich Fog,3,Mediocre flavors in their food.  Nothing to write home about here
Sushi & Wok,Connecticut,Seymour,Yev Teplitskiy,5,The sushi here is on point!
Szechuan Buffet,North Carolina,Wilmington,Maribel Arroyo,1,The food wasn't so good
Chop Stix,New York,Scarsdale,Eric Balzer,5,Always dependably good
Forever Taste,New York,New York,DAR 67,5,Keep kept secret (shhhh)
China Garden,Rhode Island,Scituate,Tom Gonyea,5,Best chinese food around.
Chinatown Kitchen,New York,Westbury,Louie Onenoel,5,Great place get fast foods  at  Chinatown kitchen .5 stars!!
Panda Wok,North Carolina,Raleigh,Melissa Remer,1,"Never again. Went with this place because they deliver and it said “fast delivery.”  Delivery driver called me an hour and 30 minutes after I ordered and said he was lost. Gave him clear directions via phone since I could see him driving around from my balcony. I ended up having to walk down the street to get my food. I wasn’t going to leave a bad review until I tried the food. Not good, I threw it all out."
Wok & Roll,Florida,Orlando,Orlando Roofer,3,"Great food! But need some improvement on lunch menu. The lunch menu offers main dish plus choice of delicious soup, but no drink/soda!! :(  I would have given 4 star if there was a option for soda can or soup. The lunch is always hot and feels freshly made. For spice lovers must ask extra spicy. The interior sitting area is good but very dirty and old sofa at the entrance need improvement. If you are ordering go to menu I would strongly recommend. This may be one of the best testing Chinese take out joint in the Avalon park area in East Orlando. I will increase the rating by an addition star if they start offering soda can in lunch menu as option to soups."
